Number,A parts,B parts,C parts,M parts,New SMILES
308,A9,B2,C2,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
309,A6,B2,C2,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
310,A7,B2,C2,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
311,A8,B2,C2,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
312,A9,B2,C2,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
313,A6,B2,C2,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
314,A7,B2,C2,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
315,A8,B2,C2,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
316,A9,B2,C2,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
317,A6,B2,C2,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
318,A7,B2,C2,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
319,A8,B2,C2,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
320,A9,B2,C2,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
321,A6,B2,C2,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
322,A7,B2,C2,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
323,A8,B2,C2,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
324,A9,B2,C2,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
325,A6,B2,C2,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
326,A7,B2,C2,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
327,A8,B2,C2,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
328,A9,B2,C2,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
329,A6,B2,C2,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
330,A7,B2,C2,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
331,A8,B2,C2,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
332,A9,B2,C2,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
333,A6,B2,C2,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
334,A7,B2,C2,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
335,A8,B2,C2,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
336,A9,B2,C2,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
337,A6,B2,C2,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
338,A7,B2,C2,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
339,A8,B2,C2,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
340,A9,B2,C2,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
341,A6,B2,C5,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
342,A7,B2,C5,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
343,A8,B2,C5,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
344,A9,B2,C5,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
345,A6,B2,C5,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
346,A7,B2,C5,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
347,A8,B2,C5,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
348,A9,B2,C5,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
349,A6,B2,C5,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
350,A7,B2,C5,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
351,A8,B2,C5,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
352,A9,B2,C5,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
353,A6,B2,C5,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
354,A7,B2,C5,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
355,A8,B2,C5,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
356,A9,B2,C5,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
357,A6,B2,C5,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
358,A7,B2,C5,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
359,A8,B2,C5,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
360,A9,B2,C5,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
361,A6,B2,C5,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
362,A7,B2,C5,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
363,A8,B2,C5,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
364,A9,B2,C5,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
365,A6,B2,C5,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
366,A7,B2,C5,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
367,A8,B2,C5,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
368,A9,B2,C5,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
369,A6,B2,C5,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
370,A7,B2,C5,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
371,A8,B2,C5,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
372,A9,B2,C5,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
373,A6,B2,C5,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
374,A7,B2,C5,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
375,A8,B2,C5,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
376,A9,B2,C5,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
377,A6,B2,C6,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
378,A7,B2,C6,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
379,A8,B2,C6,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
380,A9,B2,C6,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
381,A6,B2,C6,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
382,A7,B2,C6,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
383,A8,B2,C6,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
384,A9,B2,C6,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
385,A6,B2,C6,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
386,A7,B2,C6,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
387,A8,B2,C6,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
388,A9,B2,C6,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
389,A6,B2,C6,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
390,A7,B2,C6,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
391,A8,B2,C6,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
392,A9,B2,C6,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
393,A6,B2,C6,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
394,A7,B2,C6,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
395,A8,B2,C6,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
396,A9,B2,C6,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
397,A6,B2,C6,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
398,A7,B2,C6,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
399,A8,B2,C6,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
400,A9,B2,C6,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
401,A6,B2,C6,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
402,A7,B2,C6,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
403,A8,B2,C6,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
404,A9,B2,C6,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
405,A6,B2,C6,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
406,A7,B2,C6,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
407,A8,B2,C6,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
408,A9,B2,C6,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
409,A6,B2,C6,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
410,A7,B2,C6,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
411,A8,B2,C6,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
412,A9,B2,C6,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
413,A6,B3,C1,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
414,A7,B3,C1,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
415,A8,B3,C1,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
416,A9,B3,C1,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
417,A6,B3,C1,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
418,A7,B3,C1,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
419,A8,B3,C1,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
420,A9,B3,C1,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
421,A6,B3,C1,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
422,A7,B3,C1,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
423,A8,B3,C1,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
424,A9,B3,C1,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
425,A6,B3,C1,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
426,A7,B3,C1,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
427,A8,B3,C1,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
428,A9,B3,C1,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
429,A6,B3,C1,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
430,A7,B3,C1,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
431,A8,B3,C1,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
432,A9,B3,C1,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
433,A6,B3,C1,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
434,A7,B3,C1,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
435,A8,B3,C1,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
436,A9,B3,C1,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
437,A6,B3,C1,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
438,A7,B3,C1,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
439,A8,B3,C1,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
440,A9,B3,C1,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
441,A6,B3,C1,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
442,A7,B3,C1,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
443,A8,B3,C1,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
444,A9,B3,C1,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
445,A6,B3,C1,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
446,A7,B3,C1,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
447,A8,B3,C1,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
